Pavadinimas,Rajonas,Gatve,Kaina,Visa_info,Dydis,Kambariai,Metai,Aukstas/is,Nuoroda
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,850 ,"
                            2 rooms, 52,3 m², 3/3 floor, 1890 year, central thermostat, brick                        ", 52.3 ,2, 1890 , 3/3 ,/butu-nuoma-kaune-centre-k-donelaicio-g-isnuomojamas-isskirtinio-dizaino-modernus-4-1011781/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27815765/?return_url=%2Fbutai%2F%3Fobj%3D1
"Žaliakalnis, Gaižiūnų g.",Žaliakalnis, Gaižiūnų g.,295 ,"
                            1 rooms, 30 m², 1/3 floor, 2016 year, gas, brick                        ", 30 ,1, 2016 , 1/3 ,/butu-nuoma-kaune-zaliakalnyje-gaiziunu-g-nuomojamas-butas-apartamentai-greta-kliniku-4-1077805/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Rytų g.",Žaliakalnis, Rytų g.,580 ,"
                            2 rooms, 60 m², 4/6 floor, 2019 year, central thermostat, brick                        ", 60 ,2, 2019 , 4/6 ,/butu-nuoma-kaune-zaliakalnyje-rytu-g-rytu-6-nauji-ir-isskirtiniai-butai-4-1077607/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,380 ,"
                            2 rooms, 55,86 m², 4/5 floor, 1958 year, central, brick                        ", 55.86 ,2, 1958 , 4/5 ,/butu-nuoma-kaune-centre-laisves-al-miesto-centre-maironio-gatveje-nuomuojamas-4-1077549/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,480 ,"
                            4 rooms, 100 m², 4/5 floor, 1990 year, gas, brick                        ", 100 ,4, 1990 , 4/5 ,/butu-nuoma-kaune-dainavoje-taikos-pr-nuomojamas-labai-tvarkingas-butas-renovuotame-4-1077513/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltų pr.",Šilainiai, Baltų pr.,440 ,"
                            2 rooms, 49 m², 5/5 floor, 1991 year, central, block house                        ", 49 ,2, 1991 , 5/5 ,/butu-nuoma-kaune-silainiuose-baltu-pr-puikiai-irengtas-butas-su-visais-baldais-ir-4-1077537/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Varnių g.",Vilijampolė, Varnių g.,400 ,"
                            2 rooms, 44,45 m², 1/5 floor, 1963 year, central, block house                        ", 44.45 ,2, 1963 , 1/5 ,/butu-nuoma-kaune-vilijampoleje-varniu-g-isnuomojamas-labai-jaukus-apgalvotai-4-1077413/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Panemunė, Plento g.",Panemunė, Plento g.,199 ,"
                            1 rooms, 30 m², 3/5 floor, 1986 year, central, brick                        ", 30 ,1, 1986 , 3/5 ,/butu-nuoma-kaune-panemuneje-plento-g-nuomojamas-butas-porai-studentams-4-1077401/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Vytauto pr.",Centras, Vytauto pr.,580 ,"
                            3 rooms, 58 m², 3/7 floor, 2018 year, central thermostat, brick                        ", 58 ,3, 2018 , 3/7 ,/butu-nuoma-kaune-centre-vytauto-pr--nuomojamas-prabangus-naujos-statybos-4-1077319/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,500 ,"
                            2 rooms, 46 m², 3/3 floor, 1936 year, central, brick                        ", 46 ,2, 1936 , 3/3 ,/butu-nuoma-kaune-centre-laisves-al-isnuomojamas-naujai-irengtas-2-kambariu-butas-4-1077115/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,500 ,"
                            2 rooms, 45 m², 3/4 floor, 1980 year, central, brick                        ", 45 ,2, 1980 , 3/4 ,/butu-nuoma-kaune-centre-laisves-al-naujas-butas-laisves-alejoje-butas-4-1013969/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,600 ,"
                            2 rooms, 54 m², 3/3 floor, 1936 year, central, brick                        ", 54 ,2, 1936 , 3/3 ,/butu-nuoma-kaune-centre-laisves-al-isnuomojamas-naujai-irengtas-2-kambariu-butas-4-1077113/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,600 ,"
                            2 rooms, 56 m², 3/4 floor, 1980 year, central, brick                        ", 56 ,2, 1980 , 3/4 ,/butu-nuoma-kaune-centre-laisves-al-naujas-butas-laisves-alejoje-butas-4-1013965/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Kęstučio g.",Centras, Kęstučio g.,450 ,"
                            1 rooms, 25,76 m², 4/5 floor, 1936 year, central thermostat, brick                        ", 25.76 ,1, 1936 , 4/5 ,/butu-nuoma-kaune-centre-kestucio-g-nuomojamas-naujas-modernus-1-kambario-4-1077079/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,600 ,"
                            2 rooms, 38 m², 2/3 floor, 1890 year, central thermostat, brick                        ", 38 ,2, 1890 , 2/3 ,/butu-nuoma-kaune-centre-k-donelaicio-g-isnuomojamas-isskirtinio-dizaino-modernus-4-1007003/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Šv. Gertrūdos g.",Centras, Šv. Gertrūdos g.,720 ,"
                            2 rooms, 55 m², 2/4 floor, 2018 year, central thermostat, brick                        ", 55 ,2, 2018 , 2/4 ,/butu-nuoma-kaune-centre-sv-gertrudos-g-nuo-kovo-16d-isnuomojamas-itin-prabangus-4-1016495/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Aukštieji Šančiai, Biržiškų g.",Aukštieji Šančiai, Biržiškų g.,500 ,"
                            2 rooms, 48 m², 3/6 floor, 2018 year, central thermostat, brick                        ", 48 ,2, 2018 , 3/6 ,/butu-nuoma-kaune-aukstuosiuose-sanciuose-birzisku-g-isnuomojamas-2-kambariu-48-kvm-butas-4-1076925/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Gedimino g.",Centras, Gedimino g.,450 ,"
                            2 rooms, 46 m², 2/2 floor, 1932 year, gas, brick                        ", 46 ,2, 1932 , 2/2 ,/butu-nuoma-kaune-centre-gedimino-g-butas-46-m-bendro-ploto-2-kambariai-4-1076899/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Mosėdžio g.",Šilainiai, Mosėdžio g.,800 ,"
                            3 rooms, 75,63 m², 1/2 floor, 2017 year, gas, brick                        ", 75.63 ,3, 2017 , 1/2 ,/butu-nuoma-kaune-silainiuose-mosedzio-g-nuomojamas-naujai-irengtas-kotedzas-4-1076765/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, E. Ožeškienės g.",Centras, E. Ožeškienės g.,550 ,"
                            2 rooms, 41 m², 1/3 floor, 1910 year, central, brick                        ", 41 ,2, 1910 , 1/3 ,/butu-nuoma-kaune-centre-e-ozeskienes-g-tvarkingiems-zmonems-isnuomojamas-moderniai-4-1076713/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Neries krant.",Vilijampolė, Neries krant.,450 ,"
                            2 rooms, 55 m², 5/6 floor, 2008 year, central thermostat, brick                        ", 55 ,2, 2008 , 5/6 ,/butu-nuoma-kaune-vilijampoleje-neries-krant-isnuomojamas-55-kvm-butas-naujos-statybos-4-1004261/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Birštono g.",Centras, Birštono g.,450 ,"
                            2 rooms, 39,65 m², 1/1 floor, 1910 year, gas, brick                        ", 39.65 ,2, 1910 , 1/1 ,/butu-nuoma-kaune-centre-birstono-g-isnuomojamas-kauno-miesto-centre-butas-per-4-1076459/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Neries krant.",Vilijampolė, Neries krant.,350 ,"
                            2 rooms, 50 m², 3/5 floor, 1989 year, central, block house                        ", 50 ,2, 1989 , 3/5 ,/butu-nuoma-kaune-vilijampoleje-neries-krant-nuomojamas-2-kambariu-butas-neries-krantineje-4-1076389/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Petrašiūnai, Ekskavatorininkų g.",Petrašiūnai, Ekskavatorininkų g.,230 ,"
                            1 rooms, 30 m², 1/2 floor, 1957 year, central, brick                        ", 30 ,1, 1957 , 1/2 ,/butu-nuoma-kaune-petrasiunuose-ekskavatorininku-g-nuomojamas-1-kambario-butas-petrasiunuose-4-1076137/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, A. J. Povilaičio g.",Aleksotas, A. J. Povilaičio g.,600 ,"
                            3 rooms, 77,4 m², 1/2 floor, 2013 year, gas, brick                        ", 77.4 ,3, 2013 , 1/2 ,/butu-nuoma-kaune-aleksote-a-j-povilaicio-g-nuomuojamas-pilnai-irengtas-sviesus-ir-4-1076097/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,1 000 ,"
                            4 rooms, 140 m², 2/2 floor, 1954 year, gas, brick                        ", 140 ,4, 1954 , 2/2 ,/butu-nuoma-kaune-centre-laisves-al-isnuomojamas-liberty-hostel-laisves-alejoje-4-1075927/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Kuršių g.",Šilainiai, Kuršių g.,450 ,"
                            4 rooms, 83 m², 5/9 floor, 1987 year, central, block house                        ", 83 ,4, 1987 , 5/9 ,/butu-nuoma-kaune-silainiuose-kursiu-g-isnuomojamas-puikiai-irengtas-4-kambariu-83-4-1075787/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Aukštieji Šančiai, Prancūzų g.",Aukštieji Šančiai, Prancūzų g.,250 ,"
                            1 rooms, 26,37 m², 4/5 floor, 1976 year, central, brick                        ", 26.37 ,1, 1976 , 4/5 ,/butu-nuoma-kaune-aukstuosiuose-sanciuose-prancuzu-g-isnuomojamas-1-kambario-butas-prancuzu-g-4-1075507/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F15%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27813555/?return_url=%2Fbutai%2F%3Fobj%3D1
"Šilainiai, Baltijos g.",Šilainiai, Baltijos g.,370 ,"
                            3 rooms, 65 m², 7/9 floor, 1989 year, central, block house                        ", 65 ,3, 1989 , 7/9 ,/butu-nuoma-kaune-silainiuose-baltijos-g-nuomojamas-3-kambariu-butas-silainiuose-4-1075463/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltijos g.",Šilainiai, Baltijos g.,720 ,"
                            3 rooms, 70,14 m², 3/3 floor, 2020 year, central thermostat, brick                        ", 70.14 ,3, 2020 , 3/3 ,/butu-nuoma-kaune-silainiuose-baltijos-g-isnuomojamas-puikiai-irengtas-ir-dar-4-1075457/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltijos g.",Šilainiai, Baltijos g.,620 ,"
                            3 rooms, 60,38 m², 2/3 floor, 2020 year, central thermostat, brick                        ", 60.38 ,3, 2020 , 2/3 ,/butu-nuoma-kaune-silainiuose-baltijos-g-isnuomojamas-puikiai-irengtas-ir-dar-4-1075451/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Šiaurės pr.",Eiguliai, Šiaurės pr.,300 ,"
                            2 rooms, 48,82 m², 1/5 floor, 1984 year, central, block house                        ", 48.82 ,2, 1984 , 1/5 ,/butu-nuoma-kaune-eiguliuose-siaures-pr-isnuomojamas-dvieju-kambariu-butas-puikioje-4-1075131/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, M. Valančiaus g.",Senamiestis, M. Valančiaus g.,540 ,"
                            2 rooms, 50 m², 1/3 floor, 1875 year, gas, brick                        ", 50 ,2, 1875 , 1/3 ,/butu-nuoma-kaune-senamiestyje-m-valanciaus-g-pacioje-senamiescio-sirdyje-nuomojamas-4-1075129/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Eitkūnų g.",Šilainiai, Eitkūnų g.,450 ,"
                            2 rooms, 55 m², 2/5 floor, 2008 year, central thermostat, brick                        ", 55 ,2, 2008 , 2/5 ,/butu-nuoma-kaune-silainiuose-eitkunu-g-nuomojamas-2-kambariu-butas-eitkunu-g-4-1074871/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Varnių g.",Vilijampolė, Varnių g.,450 ,"
                            2 rooms, 45 m², 4/5 floor, 1964 year, central, brick                        ", 45 ,2, 1964 , 4/5 ,/butu-nuoma-kaune-vilijampoleje-varniu-g-nuomojamas-naujai-irengtas-2-k-butas-varniu-4-1074719/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Savanorių pr.",Žaliakalnis, Savanorių pr.,470 ,"
                            2 rooms, 36,59 m², 14/16 floor, 2017 year, central thermostat, brick                        ", 36.59 ,2, 2017 , 14/16 ,/butu-nuoma-kaune-zaliakalnyje-savanoriu-pr-isnuomojamas-sviesus-jaukus-2-kambariu-butas-4-1074449/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, K. Petrausko g.",Žaliakalnis, K. Petrausko g.,400 ,"
                            2 rooms, 40 m², 2/4 floor, 1963 year, central, gas, brick                        ", 40 ,2, 1963 , 2/4 ,/butu-nuoma-kaune-zaliakalnyje-k-petrausko-g-prestizineje-vietoje-zaliakalnyje-4-1074391/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Kęstučio g.",Centras, Kęstučio g.,380 ,"
                            3 rooms, 53,54 m², 2/3 floor, 1931 year, electric, brick                        ", 53.54 ,3, 1931 , 2/3 ,/butu-nuoma-kaune-centre-kestucio-g-isnuomojamas-3-k-butas-centre-kestucio-g-4-1074299/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Šv. Gertrūdos g.",Senamiestis, Šv. Gertrūdos g.,670 ,"
                            4 rooms, 85,65 m², 3/3 floor, 1901 year, gas, brick                        ", 85.65 ,4, 1901 , 3/3 ,/butu-nuoma-kaune-senamiestyje-sv-gertrudos-g-nuo-birzelio-1-d-isnuomojamas-erdvus-4-1074223/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, V. Putvinskio g.",Centras, V. Putvinskio g.,500 ,"
                            2 rooms, 32,38 m², 5/5 floor, 1930 year, gas, brick                        ", 32.38 ,2, 1930 , 5/5 ,/butu-nuoma-kaune-centre-v-putvinskio-g-isnuomojamas-sviesus-jaukus-2-kambariu-butas-4-1074169/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Vilniaus g.",Senamiestis, Vilniaus g.,400 ,"
                            3 rooms, 77 m², 2/2 floor, 1986 year, central, brick                        ", 77 ,3, 1986 , 2/2 ,/butu-nuoma-kaune-senamiestyje-vilniaus-g-3-kmb-buto-nuoma-renovuotame-name-kauno-4-1074157/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, Pakraščio g.",Kalniečiai, Pakraščio g.,229 ,"
                            1 rooms, 42 m², 1/5 floor, 1986 year, central, block house                        ", 42 ,1, 1986 , 1/5 ,/butu-nuoma-kaune-kalnieciuose-pakrascio-g-4-1074103/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Siūlų g.",Žemieji Šančiai, Siūlų g.,250 ,"
                            1 rooms, 25 m², 2/2 floor, 1950 year, gas, brick                        ", 25 ,1, 1950 , 2/2 ,/butu-nuoma-kaune-sanciuose-siulu-g-nuomojamas-1-kambbutas-zsanciuose-siulu-g-4-1069203/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Siūlų g.",Žemieji Šančiai, Siūlų g.,250 ,"
                            1 rooms, 25 m², 2/2 floor, 1950 year, gas, brick                        ", 25 ,1, 1950 , 2/2 ,/butu-nuoma-kaune-sanciuose-siulu-g-nuomojamas-1-kambbutas-zsanciuose-siulu-g-4-1069205/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,800 ,"
                            3 rooms, 89 m², 1/2 floor, 1930 year, gas, brick                        ", 89 ,3, 1930 , 1/2 ,/butu-nuoma-kaune-centre-k-donelaicio-g-nuomojamas-isskirtinis-3-kambariu-89-kvm-4-1073669/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,1 100 ,"
                            3 rooms, 104,09 m², 2/4 floor, 1932 year, electric, brick                        ", 104.09 ,3, 1932 , 2/4 ,/butu-nuoma-kaune-centre-laisves-al-isnuomojamas-3-ju-kambariu-butas-prestizineje-4-1073617/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Tunelio g.",Centras, Tunelio g.,390 ,"
                            2 rooms, 51 m², 2/2 floor, 1965 year, gas, carcass house                        ", 51 ,2, 1965 , 2/2 ,/butu-nuoma-kaune-centre-tunelio-g-nuomojamas-naujai-ir-siuolaikiskai-irengtas-2-4-1073547/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, A. Juozapavičiaus pr.",Žemieji Šančiai, A. Juozapavičiaus pr.,550 ,"
                            2 rooms, 61 m², 4/4 floor, 2018 year, central thermostat, brick                        ", 61 ,2, 2018 , 4/4 ,/butu-nuoma-kaune-sanciuose-a-juozapaviciaus-pr-isnuomojamas-2-kamb-butas-zsanciuose-4-1073319/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Vilniaus g.",Senamiestis, Vilniaus g.,690 ,"
                            4 rooms, 126,49 m², 3/4 floor, 1881 year, central, brick                        ", 126.49 ,4, 1881 , 3/4 ,/butu-nuoma-kaune-senamiestyje-vilniaus-g-nuomojamas-4-kambariu-12649-kvm-butas-per-4-1063969/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,390 ,"
                            3 rooms, 60 m², 2/3 floor, 1929 year, gas, brick                        ", 60 ,3, 1929 , 2/3 ,/butu-nuoma-kaune-centre-laisves-al-nuomojamas-butas-kauno-miesto-centre-salia-4-1073161/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Freda, Lakūnų pl.",Freda, Lakūnų pl.,450 ,"
                            2 rooms, 52,99 m², 1/2 floor, 2019 year, gas, brick                        ", 52.99 ,2, 2019 , 1/2 ,/butu-nuoma-kaune-fredoje-lakunu-pl-nuomojamas-erdvus-2-kambariu-butas-unikalios-4-1073053/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Nemuno g.",Senamiestis, Nemuno g.,530 ,"
                            4 rooms, 85 m², 2/2 floor, 1900 year, gas, brick                        ", 85 ,4, 1900 , 2/2 ,/butu-nuoma-kaune-senamiestyje-nemuno-g-isnuomojamas-tvarkingas-4-kambariu-butas-su-4-1073027/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Skroblų g.",Žaliakalnis, Skroblų g.,300 ,"
                            1 rooms, 20 m², 1/3 floor, 1990 year, gas, brick                        ", 20 ,1, 1990 , 1/3 ,/butu-nuoma-kaune-zaliakalnyje-skroblu-g-nuoma-visi-mokesciai-iskaiciuoti-i-kaina-4-1072877/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Panerių g.",Vilijampolė, Panerių g.,699 ,"
                            3 rooms, 81,13 m², 3/3 floor, 2017 year, gas, brick                        ", 81.13 ,3, 2017 , 3/3 ,/butu-nuoma-kaune-vilijampoleje-paneriu-g-megaukites-rytines-kavos-puodeliu-ziuredami-i-4-1072751/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27811359/?return_url=%2Fbutai%2F%3Fobj%3D1
"Žaliakalnis, Savanorių pr.",Žaliakalnis, Savanorių pr.,558 ,"
                            2 rooms, 60 m², 3/4 floor, 1960 year, gas                        ", 60 ,2, 1960 , 3/4 ,/butu-nuoma-kaune-zaliakalnyje-savanoriu-pr-nuomuojamas-naujas-prestizinis-butas-4-1072029/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, M. Daukšos g.",Senamiestis, M. Daukšos g.,500 ,"
                            2 rooms, 68 m², 3/3 floor, 1974 year, gas, brick                        ", 68 ,2, 1974 , 3/3 ,/butu-nuoma-kaune-senamiestyje-m-dauksos-g-puiki-vieta-gyvenimui-nuomojamas-2-k-butas-4-1071787/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,600 ,"
                            1 rooms, 19 m², 2/4 floor, 2020 year, brick                        ", 19 ,1, 2020 , 2/4 ,/butu-nuoma-kaune-centre-laisves-al-ilgesniam-laikui-isnuomojami-kambariai-4-1071539/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
